Latin Name,Common Name,Date,Year,Hectad,Monad,Grid reference in Irish Grid,Location,Location Name,Survey Name,Observation Key,Sensitive Species
Lotus subbiflorus,Hairy Bird's-foot-trefoil,14/06/2009,2009,T13,T1332,T1332,"Telegraph Hill, Blackhead",,Herbarium and Literature Database 19/02/2013,EIRE000100003NM9,
Limosella aquatica,Mudwort,20/06/1983 - 21/06/1983,1983,W37,,W37,The Gearagh woodland,,Herbarium and Literature Database 19/02/2013,EIRE000100003NMA,
Limosella aquatica,Mudwort,20/06/1983 - 21/06/1983,1983,W37,,W37,The Gearagh woodland,,Herbarium and Literature Database 19/02/2013,EIRE000100003NMB,
Limosella aquatica,Mudwort,20/06/1983 - 21/06/1983,1983,W37,,W37,The Gearagh woodland,,Herbarium and Literature Database 19/02/2013,EIRE000100003NMC,
Limosella aquatica,Mudwort,20/06/1983 - 21/06/1983,1983,W37,,W37,The Gearagh woodland,,Herbarium and Literature Database 19/02/2013,EIRE000100003NMD,
Limosella aquatica,Mudwort,20/06/1983 - 21/06/1983,1983,W37,,W37,The Gearagh woodland,,Herbarium and Literature Database 19/02/2013,EIRE000100003NME,
Limosella aquatica,Mudwort,20/06/1983 - 21/06/1983,1983,W37,,W37,The Gearagh woodland,,Herbarium and Literature Database 19/02/2013,EIRE000100003NMF,
Limosella aquatica,Mudwort,20/06/1983 - 21/06/1983,1983,W37,,W37,The Gearagh woodland,,Herbarium and Literature Database 19/02/2013,EIRE000100003NMG,
Limosella aquatica,Mudwort,20/06/1983 - 21/06/1983,1983,W37,,W37,The Gearagh woodland,,Herbarium and Literature Database 19/02/2013,EIRE000100003NMH,
Limosella aquatica,Mudwort,20/06/1983 - 21/06/1983,1983,W37,,W37,The Gearagh woodland,,Herbarium and Literature Database 19/02/2013,EIRE000100003NMI,
Limosella aquatica,Mudwort,20/06/1983 - 21/06/1983,1983,W37,,W37,The Gearagh woodland,,Herbarium and Literature Database 19/02/2013,EIRE000100003NMJ,
Limosella aquatica,Mudwort,31/08/2000,2000,W37,W3171,W3171,Toon River,Westwards (from the Gearagh Causeway?) over a distance of at least 1600m,Herbarium and Literature Database 19/02/2013,EIRE000100003NMK,
Mertensia maritima,Oysterplant,01/09/1985,1985,C04,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE000100003NML,Yes
Limosella aquatica,Mudwort,12/07/1893,1893,R29,,R29,Inchiquin Lake,,Herbarium and Literature Database 19/02/2013,EIRE000100003NN4,
Limosella aquatica,Mudwort,12/07/1893,1893,R29,,R29,Inchiquin Lake,Near Corofin,Herbarium and Literature Database 19/02/2013,EIRE000100003NN5,
Limosella aquatica,Mudwort,13/07/1893,1893,R29,,R29,Inchiquin Lake,Near Corofin,Herbarium and Literature Database 19/02/2013,EIRE000100003NN6,
Limosella aquatica,Mudwort,13/07/1893,1893,R29,,R29,Inchiquin Lake,Near Corofin,Herbarium and Literature Database 19/02/2013,EIRE000100003NN7,
Limosella aquatica,Mudwort,13/07/1893,1893,R29,,R29,Inchiquin Lake,Near Corofin,Herbarium and Literature Database 19/02/2013,EIRE000100003NN8,
Limosella aquatica,Mudwort,Jun-85,1985,R09,,R09,Fisherstreet,,Herbarium and Literature Database 19/02/2013,EIRE000100003NN9,
Limosella aquatica,Mudwort,20/07/1924,1924,M00,,M00,N of Poulsallagh,Pools on limestone pavement,Herbarium and Literature Database 19/02/2013,EIRE000100003NNA,
Limosella aquatica,Mudwort,16/09/1976,1976,W36,,W36,Gearagh,On the bare mud of the River Lee Gearagh above the old Dunmanway road crossing,Herbarium and Literature Database 19/02/2013,EIRE000100003NNB,
Limosella aquatica,Mudwort,21/08/1893,1893,M40,M4102,M410021,Gort,Turlough' near Tiernevan,Herbarium and Literature Database 19/02/2013,EIRE000100003NNC,
Limosella aquatica,Mudwort,21/08/1893,1893,M40,M4102,M410021,Gort,Turlough' near Tiernevan,Herbarium and Literature Database 19/02/2013,EIRE000100003NND,
Lotus subbiflorus,Hairy Bird's-foot-trefoil,01/07/1960,1960,V92,,V92,Cape Clear Island,,Herbarium and Literature Database 19/02/2013,EIRE000100003NNN,
Lotus subbiflorus,Hairy Bird's-foot-trefoil,Oct-90,1990,T13,,T13,Ballyconnigar Upr,,Herbarium and Literature Database 19/02/2013,EIRE000100003NNO,
Lotus subbiflorus,Hairy Bird's-foot-trefoil,Jun-91,1991,T13,,T13,Ballyconnigar Upr,,Herbarium and Literature Database 19/02/2013,EIRE000100003NNP,
Lycopodiella inundata,Marsh Clubmoss,01/07/1985,1985,G98,G9789,G975895,Lough Belshade,"N of Lough Eske, on SW corner",Herbarium and Literature Database 19/02/2013,EIRE000100003NNQ,
Lycopodiella inundata,Marsh Clubmoss,01/07/1985,1985,G98,,G98,Lough Belshade,"alt 1000', S.W. corner of lake",Herbarium and Literature Database 19/02/2013,EIRE000100003NNR,
Lycopodiella inundata,Marsh Clubmoss,Jul-11,1911,L56,,L56,Inishbofin,Wet bog,Herbarium and Literature Database 19/02/2013,EIRE000100003NNS,
Lycopodiella inundata,Marsh Clubmoss,1885,1885,L75,,L75,Connemara,Letterfrack,Herbarium and Literature Database 19/02/2013,EIRE000100003NNT,
Lycopodiella inundata,Marsh Clubmoss,September 1876,1876,W08,,W08,Lough Guitane,"Shore of Lough Guitane, at outlet of the river",Herbarium and Literature Database 19/02/2013,EIRE000100003NNU,
Lycopodiella inundata,Marsh Clubmoss,July 1887,1887,W08,,W08,Lough Guitane,Shore,Herbarium and Literature Database 19/02/2013,EIRE000100003NNV,
Lycopodiella inundata,Marsh Clubmoss,July 1887,1887,W08,,W08,Lough Guitane,Shore,Herbarium and Literature Database 19/02/2013,EIRE000100003NNW,
Lycopodiella inundata,Marsh Clubmoss,25/08/1888,1888,W08,,W08,Lough Guitane,Shore,Herbarium and Literature Database 19/02/2013,EIRE000100003NNX,
Lycopodiella inundata,Marsh Clubmoss,14/07/1954,1954,M06,,M06,Lough Mask,"W. shore L. Mask, nr. Fox Hill, below Killateeaun",Herbarium and Literature Database 19/02/2013,EIRE000100003NNY,
Lycopodiella inundata,Marsh Clubmoss,Jul-32,1932,M06,,M06,Maamtrasna,"Shore of Lough Nadirkmore, Co. Mayo",Herbarium and Literature Database 19/02/2013,EIRE000100003NNZ,
Lycopodiella inundata,Marsh Clubmoss,13/07/1905,1905,F70,F7100,F7100,"Achill Island, Co. Mayo","Achill Island, Sraheens Lough, wet ground",Herbarium and Literature Database 19/02/2013,EIRE000100003NO0,
Lycopodiella inundata,Marsh Clubmoss,15/07/1905,1905,F70,F7100,F7100,"Achill Island, Co. Mayo","Achill Island, Sraheens Lough",Herbarium and Literature Database 19/02/2013,EIRE000100003NO1,
Lycopodiella inundata,Marsh Clubmoss,02/11/1972,1972,N23,N2636,N2636,Woodfield Bog,"2 miles S.W. of Horseleap, in open muddy patches",Herbarium and Literature Database 19/02/2013,EIRE000100003NO2,
Lycopodiella inundata,Marsh Clubmoss,Sep-35,1935,N23,N2636,N2636,Clara,Bog at Woodfield,Herbarium and Literature Database 19/02/2013,EIRE000100003NO3,
Lycopodiella inundata,Marsh Clubmoss,09/07/1928,1928,T19,,T19,Glendalough,Southwest corner of the Lr. Lake,Herbarium and Literature Database 19/02/2013,EIRE000100003NO4,
Lycopodiella inundata,Marsh Clubmoss,22/07/1930,1930,T19,,T19,Glendalough,Southwest corner of Lr. Lake,Herbarium and Literature Database 19/02/2013,EIRE000100003NO5,
Matthiola sinuata,Sea Stock,May-33,1933,M20,,,E. of Ballyvaughan,Sand dunes,Herbarium and Literature Database 19/02/2013,EIRE000100003NO6,Yes
Matthiola sinuata,Sea Stock,Jun-12,1912,M20,,,E. of Ballyvaughan,Beach near ???? Station,Herbarium and Literature Database 19/02/2013,EIRE000100003NO7,Yes
Matthiola sinuata,Sea Stock,1805,1805,L90,,,Arran Island,Straw Island,Herbarium and Literature Database 19/02/2013,EIRE000100003NO8,Yes
Matthiola sinuata,Sea Stock,June 1838,1838,L90,,,Arran Island,"Arran Island, Galway Bay",Herbarium and Literature Database 19/02/2013,EIRE000100003NO9,Yes
Matthiola sinuata,Sea Stock,01/08/1925,1925,T26,,,Kilmichael Point,,Herbarium and Literature Database 19/02/2013,EIRE000100003NOA,Yes
Mentha pulegium,Pennyroyal,1804,1804,V79,,,Near Calnaferry,Ditches near Calnaferry,Herbarium and Literature Database 19/02/2013,EIRE000100003NOB,Yes
Mentha pulegium,Pennyroyal,August 1847,1847,V79,,,Cromane Point,Roadside,Herbarium and Literature Database 19/02/2013,EIRE000100003NOC,Yes
Mertensia maritima,Oysterplant,September 1893,1893,C45,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE000100003NOD,Yes
Mertensia maritima,Oysterplant,1898,1898,C45,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE000100003NOE,Yes
Mertensia maritima,Oysterplant,1831,1831,O24,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE000100003NOF,Yes
Mertensia maritima,Oysterplant,14/07/1996,1996,L77,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE000100003NOG,Yes
Limosella aquatica,Mudwort,29/09/2001,2001,W37,W3870,W3870,Lee Reservoir,"Left bank of Reservoir, from Coolacareen Graveyard (W3871) south and west to Rossnascalp (W3870)",Herbarium and Literature Database 19/02/2013,EIRE000100003NP0,
Limosella aquatica,Mudwort,29/09/2001,2001,W37,W3871,W3871,Lee Reservoir,"Left bank of Reservoir, from Coolacareen Graveyard (W3871) south and west to Rossnascalp (W3870)",Herbarium and Literature Database 19/02/2013,EIRE000100003NP1,
Limosella aquatica,Mudwort,21/10/2001,2001,W47,W4571,W4571,Lee Reservoir,Initial stop at Rooves Bridge (W45 71) near Coachford,Herbarium and Literature Database 19/02/2013,EIRE000100003NP2,
Limosella aquatica,Mudwort,21/10/2001,2001,W47,W4771,W4771,Lee Reservoir,Initial stop at Rooves Bridge (W45 71) near Coachford,Herbarium and Literature Database 19/02/2013,EIRE000100003NP3,
Mertensia maritima,Oysterplant,Jul-21,1921,J20,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE000100003NP7,Yes
Mertensia maritima,Oysterplant,Jul-21,1921,J20,,,Details held by NPWS,,Herbarium and Literature Database 19/02/2013,EIRE000100003NP8,Yes
Limosella aquatica,Mudwort,1985,1985,M40,M4204,M421040,Doo Lough,,Herbarium and Literature Database 19/02/2013,EIRE000100003NP9,
Lycopodiella inundata,Marsh Clubmoss,11/11/1901,1901,L95,,L95,Maam Bridge,,Herbarium and Literature Database 19/02/2013,EIRE000100003NPA,
Lycopodiella inundata,Marsh Clubmoss,21/11/1901,1901,L95,,L95,Maam Bridge,,Herbarium and Literature Database 19/02/2013,EIRE000100003NPB,
Lycopodiella inundata,Marsh Clubmoss,02/11/1907,1907,L95,,L95,Maam Bridge,Wet bog near,Herbarium and Literature Database 19/02/2013,EIRE000100003NPC,
Lotus subbiflorus,Hairy Bird's-foot-trefoil,01/05/1993,1993,V82,,V82,Rock Island,Near Goleen,Herbarium and Literature Database 19/02/2013,EIRE000100003NPK,
Lycopodiella inundata,Marsh Clubmoss,16/08/1999,1999,V85,,V85,Knockowen,,Herbarium and Literature Database 19/02/2013,EIRE000100003NPL,
Limosella aquatica,Mudwort,08/09/1959,1959,M00,,M00,Poulsallagh,"Lisdoonvarna, solution-hollow in limestone pavement",Herbarium and Literature Database 19/02/2013,EIRE000100003NPM,
Limosella aquatica,Mudwort,Jun-53,1953,M40,,M40,Garryland,Near Gort,Herbarium and Literature Database 19/02/2013,EIRE000100003NPN,
Limosella aquatica,Mudwort,Jun-53,1953,M40,,M40,Garryland,Near Gort,Herbarium and Literature Database 19/02/2013,EIRE000100003NPO,
Limosella aquatica,Mudwort,1985,1985,M40,M4103,M415038,Garryland Turlough,,Herbarium and Literature Database 19/02/2013,EIRE000100003NPP,
Bistorta vivipara,Alpine Bistort,1824,1824,G74,,G74,Ben Bulben,,Herbarium and Literature Database 19/02/2013,EIRE000100003NPS,
Bistorta vivipara,Alpine Bistort,June 1882,1882,G74,,G74,Ben Bulben,,Herbarium and Literature Database 19/02/2013,EIRE000100003NPT,
Bistorta vivipara,Alpine Bistort,23/06/1882,1882,G74,,G74,Ben Bulben,Cliffs,Herbarium and Literature Database 19/02/2013,EIRE000100003NPU,
Bistorta vivipara,Alpine Bistort,29/06/1882,1882,G74,,G74,Ben Bulben,,Herbarium and Literature Database 19/02/2013,EIRE000100003NPV,
Bistorta vivipara,Alpine Bistort,1884,1884,G74,,G74,Ben Bulben,,Herbarium and Literature Database 19/02/2013,EIRE000100003NPW,
Bistorta vivipara,Alpine Bistort,1884,1884,G74,,G74,Ben Bulben,W face,Herbarium and Literature Database 19/02/2013,EIRE000100003NPX,
Bistorta vivipara,Alpine Bistort,July 1884,1884,G74,,G74,Ben Bulben,,Herbarium and Literature Database 19/02/2013,EIRE000100003NPY,
Pilularia globulifera,Pillwort,13/07/1965,1965,L95,,L95,Lough Mask,"In extreme S.W. corner of ""Narrow Lake""",Herbarium and Literature Database 19/02/2013,EIRE000100003NQE,
Pilularia globulifera,Pillwort,07/07/1965,1965,M06,,M06,Lough Mask,"Margin of lake, w. shore",Herbarium and Literature Database 19/02/2013,EIRE000100003NQF,
Pilularia globulifera,Pillwort,13/08/1970,1970,M06,,M06,Lough Mask,NW of Fox Hill,Herbarium and Literature Database 19/02/2013,EIRE000100003NQG,
Pilularia globulifera,Pillwort,29/07/1971,1971,M16,M1568,M1568,Lough Mask,W of Keel Bridge,Herbarium and Literature Database 19/02/2013,EIRE000100003NQH,
Pilularia globulifera,Pillwort,16/07/1970,1970,G58,,G58,Kiltyfannad Lough,"3 miles NE of Glencolmcille, on the road to Port, stony shore of lake, N side",Herbarium and Literature Database 19/02/2013,EIRE000100003NR5,
Pilularia globulifera,Pillwort,14/07/1991,1991,C01,C0616,C0616,Gartan Lough,S shore,Herbarium and Literature Database 19/02/2013,EIRE000100003NRV,
Pilularia globulifera,Pillwort,1980,1980,L74,,L74,Ballynahinch Lake,Ballynahinch R,Herbarium and Literature Database 19/02/2013,EIRE000100003NRZ,
Pilularia globulifera,Pillwort,11/08/1977,1977,L75,L7557,L7557,Pollacappul Lough,E part,Herbarium and Literature Database 19/02/2013,EIRE000100003NSC,
Pilularia globulifera,Pillwort,13/07/1973,1973,V98,V9181,V91508185,Upper Lake,Nr Oak Is,Herbarium and Literature Database 19/02/2013,EIRE000100003NSF,
Pilularia globulifera,Pillwort,Aug-75,1975,V98,,V98,Upper Lake,,Herbarium and Literature Database 19/02/2013,EIRE000100003NSG,
Pilularia globulifera,Pillwort,02/08/1981,1981,V98,V9282,V927827,"Upper Lake, Killarney",,Herbarium and Literature Database 19/02/2013,EIRE000100003NSH,
Minuartia recurva,Recurved Sandwort,28/05/2001,2001,S30,,,"Comeragh Mountains, Co. Waterford",,Herbarium and Literature Database 19/02/2013,EIRE000100003NT9,Yes
Minuartia recurva,Recurved Sandwort,28/10/2001,2001,S30,,,"Comeragh Mountains, Co. Waterford",,Herbarium and Literature Database 19/02/2013,EIRE000100003NTA,Yes
Pilularia globulifera,Pillwort,12/07/1895,1895,L84,,L84,Glendalough Lake,Recess,Herbarium and Literature Database 19/02/2013,EIRE000100003NTF,
Pilularia globulifera,Pillwort,16/07/1970,1970,G58,G5788,G5788,Killyfanned Lough,,Herbarium and Literature Database 19/02/2013,EIRE000100003NTJ,
Pilularia globulifera,Pillwort,28/07/1984,1984,G58,G5788,G5788,Killyfanned Lough,,Herbarium and Literature Database 19/02/2013,EIRE000100003NTK,
Pilularia globulifera,Pillwort,05/06/1990,1990,G58,G5788,G5788,Killyfanned Lough,NE shore,Herbarium and Literature Database 19/02/2013,EIRE000100003NTL,
Pilularia globulifera,Pillwort,12/08/1991,1991,G58,G5788,G5788,Killyfanned Lough,N side,Herbarium and Literature Database 19/02/2013,EIRE000100003NTM,
Pilularia globulifera,Pillwort,30/07/1901,1901,V98,,V98,"Long Range, Killarney",Between Upr Lake and Meeting of Waters Killarney,Herbarium and Literature Database 19/02/2013,EIRE000100003NTT,
Pilularia globulifera,Pillwort,Aug-11,1911,V98,,V98,"Long Range, Killarney",,Herbarium and Literature Database 19/02/2013,EIRE000100003NTU,
Pilularia globulifera,Pillwort,22/09/1977,1977,C01,,C01,Lough Akibbin,,Herbarium and Literature Database 19/02/2013,EIRE000100003NTW,
Pilularia globulifera,Pillwort,07/09/1991,1991,C01,,C01,Lough Akibbon,SE side,Herbarium and Literature Database 19/02/2013,EIRE000100003NU1,
Pilularia globulifera,Pillwort,12/08/2004,2004,M17,M1178,M114785,Lough NaGeltia,,Herbarium and Literature Database 19/02/2013,EIRE000100003NU5,
Parapholis incurva,Curved Hard-grass,25/06/1979,1979,O23,,,"Howth Head, Co. Dublin",,Herbarium and Literature Database 19/02/2013,EIRE000100003NUO,Yes
Parapholis incurva,Curved Hard-grass,Aug-81,1981,O23,,,"Howth Head, Co. Dublin",,Herbarium and Literature Database 19/02/2013,EIRE000100003NUP,Yes
Minuartia recurva,Recurved Sandwort,10/09/1985,1985,V85,,,Knockowen,In niches in Old Red Sandstone outcrops,Herbarium and Literature Database 19/02/2013,EIRE000100003NV2,Yes
Minuartia recurva,Recurved Sandwort,16/08/1999,1999,V85,,,Knockowen,"(walking eastwards from Healy Pass), three different places on the rock faces",Herbarium and Literature Database 19/02/2013,EIRE000100003NV3,Yes
Minuartia recurva,Recurved Sandwort,14/08/2006,2006,V85,,,Caha Mountains,"alt. c.500m, rocks in the mountain ridge straddling the border of co's Cork and Kerry",Herbarium and Literature Database 19/02/2013,EIRE000100003NV4,Yes
Minuartia recurva,Recurved Sandwort,31/07/1999,1999,V85,,,Caha Mountains,"Knockowen/Cushnafiacla area, one of two disjunct populations",Herbarium and Literature Database 19/02/2013,EIRE000100003NV5,Yes
Minuartia recurva,Recurved Sandwort,31/07/1999,1999,V85,,,Caha Mountains,"Knockowen/Cushnafiacla area, one of two disjunct populations",Herbarium and Literature Database 19/02/2013,EIRE000100003NV6,Yes
Minuartia recurva,Recurved Sandwort,Aug-77,1977,V85,,,Cushnaficulla,"Caha Mountains, between Cork and Kerry, rocks near Cushnaficulla cliffs",Herbarium and Literature Database 19/02/2013,EIRE000100003NV7,Yes
Minuartia recurva,Recurved Sandwort,21/07/1964,1964,V85,,,Knockowen Mountain,"In crack in sandstone slabs, on the S.E. slopes, below summit, at c. 1950ft",Herbarium and Literature Database 19/02/2013,EIRE000100003NV8,Yes
Minuartia recurva,Recurved Sandwort,10/08/1985,1985,V85,,,Knockowen Mountain,"Rock outcrop at c.1,800ft on S. facing slabs of rock",Herbarium and Literature Database 19/02/2013,EIRE000100003NV9,Yes
Pilularia globulifera,Pillwort,07/07/2006,2006,L85,L8254,L8271954261,Lough Inagh,"East bank of river where it enters Lough, at north end, fine peaty mud",Herbarium and Literature Database 19/02/2013,EIRE000100003NWZ,
Minuartia recurva,Recurved Sandwort,28/06/2008,2008,S30,,,"Comeragh Mountains, Co. Waterford",,Herbarium and Literature Database 19/02/2013,EIRE000100003NX5,Yes
Pilularia globulifera,Pillwort,25/05/1974,1974,L84,,L84,"Glendalough, Connemara",Glendollagh Lough,Herbarium and Literature Database 19/02/2013,EIRE000100003NXI,
Pilularia globulifera,Pillwort,1976,1976,L84,,L84,"Glendalough, Connemara","Glendollagh Lough, Nr W end",Herbarium and Literature Database 19/02/2013,EIRE000100003NXJ,
Pseudorchis albida,Small-white Orchid,10/06/1994,1994,G83,G8237,G820377,Moreragh,Cattle-grazed limestone heath,Herbarium and Literature Database 19/02/2013,EIRE000100003NYE,
Pseudorchis albida,Small-white Orchid,13/06/1993,1993,G83,G8237,G825378,Moreragh,Cattle-grazed limestone heath,Herbarium and Literature Database 19/02/2013,EIRE000100003NYF,
Pseudorchis albida,Small-white Orchid,10/06/1991,1991,G83,G8237,G827374,Moreragh,"Unimproved, cattle-grazed limestone heath",Herbarium and Literature Database 19/02/2013,EIRE000100003NYG,
Pseudorchis albida,Small-white Orchid,12/06/1910,1910,O02,,O02,Glenasmole,Near St Ann's churchyard,Herbarium and Literature Database 19/02/2013,EIRE000100003NYH,
Pseudorchis albida,Small-white Orchid,1957,1957,O02,,O02,Glenasmole,In pastures at St. Anne's,Herbarium and Literature Database 19/02/2013,EIRE000100003NYI,
Pyrola minor,Common Wintergreen,27/07/1971,1971,N26,N2966,N292665,Rockfield Wood,"Quarter mile E. of Glen Lake, in peaty woodland",Herbarium and Literature Database 19/02/2013,EIRE000100003NYM,
Pseudorchis albida,Small-white Orchid,19/06/1991,1991,G71,G7610,G767105,"Knockroe, Bricklieve Mountains","Limestone heath, three adjacent fields",Herbarium and Literature Database 19/02/2013,EIRE000100003NYS,
